Time,Temperature
1907-02-01 00:00:00,3.53
1907-03-01 00:00:00,3.81
1907-04-01 00:00:00,6.52
1907-05-01 00:00:00,13.62
1907-06-01 00:00:00,16.78
1907-07-01 00:00:00,17.26
1907-08-01 00:00:00,15.59
1907-09-01 00:00:00,13.85
1907-10-01 00:00:00,10.28
1907-11-01 00:00:00,4.26
1907-12-01 00:00:00,1.4
1908-01-01 00:00:00,0.66
1908-02-01 00:00:00,0.61
1908-03-01 00:00:00,3.47
1908-04-01 00:00:00,9.25
1908-05-01 00:00:00,11.84
1908-06-01 00:00:00,13.65
1908-07-01 00:00:00,15.12
1908-08-01 00:00:00,16.93
1908-09-01 00:00:00,13.43
1908-10-01 00:00:00,11.45
1908-11-01 00:00:00,3.97
1908-12-01 00:00:00,3.42
1909-01-01 00:00:00,3.21
1909-02-01 00:00:00,4.24
1909-03-01 00:00:00,5.67
1909-04-01 00:00:00,8.1
1909-05-01 00:00:00,12.53
1909-06-01 00:00:00,16.48
1909-07-01 00:00:00,15.81
1909-08-01 00:00:00,16.63
1909-09-01 00:00:00,13.71
1909-10-01 00:00:00,11.01
1909-11-01 00:00:00,3.89
1909-12-01 00:00:00,5.3
1910-01-01 00:00:00,0.84
1910-02-01 00:00:00,3.6
1910-03-01 00:00:00,5.59
1910-04-01 00:00:00,7.73
1910-05-01 00:00:00,14.0
1910-06-01 00:00:00,15.32
1910-07-01 00:00:00,19.58
1910-08-01 00:00:00,20.56
1910-09-01 00:00:00,15.73
1910-10-01 00:00:00,10.74
1910-11-01 00:00:00,5.97
1910-12-01 00:00:00,5.45
1911-01-01 00:00:00,2.07
1911-02-01 00:00:00,4.9
1911-03-01 00:00:00,7.76
1911-04-01 00:00:00,8.65
1911-05-01 00:00:00,12.73
1911-06-01 00:00:00,15.58
1911-07-01 00:00:00,18.63
1911-08-01 00:00:00,14.63
1911-09-01 00:00:00,11.0
1911-10-01 00:00:00,8.48
1911-11-01 00:00:00,4.98
1911-12-01 00:00:00,5.59
1912-01-01 00:00:00,3.0
1912-02-01 00:00:00,3.72
1912-03-01 00:00:00,7.44
1912-04-01 00:00:00,8.93
1912-05-01 00:00:00,13.12
1912-06-01 00:00:00,15.07
1912-07-01 00:00:00,15.05
1912-08-01 00:00:00,16.03
1912-09-01 00:00:00,14.28
1912-10-01 00:00:00,11.36
1912-11-01 00:00:00,8.51
1912-12-01 00:00:00,3.77
1913-01-01 00:00:00,-0.6
1913-02-01 00:00:00,5.85
1913-03-01 00:00:00,6.47
1913-04-01 00:00:00,10.88
1913-05-01 00:00:00,11.72
1913-06-01 00:00:00,14.73
1913-07-01 00:00:00,17.8
1913-08-01 00:00:00,18.07
1913-09-01 00:00:00,14.04
1913-10-01 00:00:00,9.91
1913-11-01 00:00:00,5.18
1913-12-01 00:00:00,5.25
1914-01-01 00:00:00,2.89
1914-02-01 00:00:00,3.37
1914-03-01 00:00:00,4.31
1914-04-01 00:00:00,7.91
1914-05-01 00:00:00,13.39
1914-06-01 00:00:00,16.91
1914-07-01 00:00:00,16.5
1914-08-01 00:00:00,16.28
1914-09-01 00:00:00,13.75
1914-10-01 00:00:00,8.17
1914-11-01 00:00:00,2.98
1914-12-01 00:00:00,5.72
1915-01-01 00:00:00,6.0
1915-02-01 00:00:00,3.27
1915-03-01 00:00:00,5.03
1915-04-01 00:00:00,9.06
1915-05-01 00:00:00,13.56
1915-06-01 00:00:00,12.98
1915-07-01 00:00:00,16.06
1915-08-01 00:00:00,17.01
1915-09-01 00:00:00,13.62
1915-10-01 00:00:00,10.49
1915-11-01 00:00:00,5.98
1915-12-01 00:00:00,3.1
1916-01-01 00:00:00,-0.45
1916-02-01 00:00:00,-1.44
1916-03-01 00:00:00,2.38
1916-04-01 00:00:00,5.18
1916-05-01 00:00:00,15.38
1916-06-01 00:00:00,18.51
1916-07-01 00:00:00,17.48
1916-08-01 00:00:00,16.8
1916-09-01 00:00:00,15.31
1916-10-01 00:00:00,8.39
1916-11-01 00:00:00,7.06
1916-12-01 00:00:00,0.07
1917-01-01 00:00:00,2.74
1917-02-01 00:00:00,4.22
1917-03-01 00:00:00,5.5
1917-04-01 00:00:00,8.58
1917-05-01 00:00:00,14.58
1917-06-01 00:00:00,13.98
1917-07-01 00:00:00,17.04
1917-08-01 00:00:00,17.0
1917-09-01 00:00:00,13.81
1917-10-01 00:00:00,9.43
1917-11-01 00:00:00,4.84
1917-12-01 00:00:00,6.16
1918-01-01 00:00:00,2.25
1918-02-01 00:00:00,1.21
1918-03-01 00:00:00,4.68
1918-04-01 00:00:00,6.7
1918-05-01 00:00:00,13.72
1918-06-01 00:00:00,15.46
1918-07-01 00:00:00,14.48
1918-08-01 00:00:00,17.13
1918-09-01 00:00:00,15.13
1918-10-01 00:00:00,7.36
1918-11-01 00:00:00,2.57
1918-12-01 00:00:00,3.93
1919-01-01 00:00:00,4.31
1919-02-01 00:00:00,5.62
1919-03-01 00:00:00,7.88
1919-04-01 00:00:00,9.71
1919-05-01 00:00:00,13.91
1919-06-01 00:00:00,15.96
1919-07-01 00:00:00,16.97
1919-08-01 00:00:00,15.23
1919-09-01 00:00:00,13.94
1919-10-01 00:00:00,9.29
1919-11-01 00:00:00,3.4
1919-12-01 00:00:00,2.5
1920-01-01 00:00:00,6.15
1920-02-01 00:00:00,3.61
1920-03-01 00:00:00,7.21
1920-04-01 00:00:00,9.14
1920-05-01 00:00:00,13.92
1920-06-01 00:00:00,15.56
1920-07-01 00:00:00,19.49
1920-08-01 00:00:00,17.74
1920-09-01 00:00:00,15.11
1920-10-01 00:00:00,13.47
1920-11-01 00:00:00,1.57
1920-12-01 00:00:00,3.19
1921-01-01 00:00:00,0.9
1921-02-01 00:00:00,2.15
1921-03-01 00:00:00,5.04
1921-04-01 00:00:00,6.76
1921-05-01 00:00:00,14.24
1921-06-01 00:00:00,15.86
1921-07-01 00:00:00,15.88
1921-08-01 00:00:00,15.79
1921-09-01 00:00:00,12.77
1921-10-01 00:00:00,6.96
1921-11-01 00:00:00,4.57
1921-12-01 00:00:00,4.59
1922-01-01 00:00:00,3.8
1922-02-01 00:00:00,4.02
1922-03-01 00:00:00,6.93
1922-04-01 00:00:00,8.31
1922-05-01 00:00:00,11.29
1922-06-01 00:00:00,12.17
1922-07-01 00:00:00,19.39
1922-08-01 00:00:00,16.84
1922-09-01 00:00:00,13.93
1922-10-01 00:00:00,11.33
1922-11-01 00:00:00,3.7
1922-12-01 00:00:00,1.32
1923-01-01 00:00:00,0.84
1923-02-01 00:00:00,0.61
1923-03-01 00:00:00,4.2
1923-04-01 00:00:00,7.44
1923-05-01 00:00:00,14.03
1923-06-01 00:00:00,15.51
1923-07-01 00:00:00,17.2
1923-08-01 00:00:00,14.96
1923-09-01 00:00:00,14.38
1923-10-01 00:00:00,10.92
1923-11-01 00:00:00,5.35
1923-12-01 00:00:00,3.79
1924-01-01 00:00:00,4.04
1924-02-01 00:00:00,5.25
1924-03-01 00:00:00,3.63
1924-04-01 00:00:00,8.81
1924-05-01 00:00:00,14.01
1924-06-01 00:00:00,15.61
1924-07-01 00:00:00,18.5
1924-08-01 00:00:00,16.96
1924-09-01 00:00:00,12.17
1924-10-01 00:00:00,10.37
1924-11-01 00:00:00,3.36
1924-12-01 00:00:00,1.99
1925-01-01 00:00:00,2.49
1925-02-01 00:00:00,6.84
1925-03-01 00:00:00,6.3
1925-04-01 00:00:00,10.28
1925-05-01 00:00:00,11.11
1925-06-01 00:00:00,14.21
1925-07-01 00:00:00,17.5
1925-08-01 00:00:00,17.21
1925-09-01 00:00:00,15.85
1925-10-01 00:00:00,9.08
1925-11-01 00:00:00,7.01
1925-12-01 00:00:00,2.22
1926-01-01 00:00:00,3.74
1926-02-01 00:00:00,3.34
1926-03-01 00:00:00,7.24
1926-04-01 00:00:00,8.48
1926-05-01 00:00:00,12.06
1926-06-01 00:00:00,14.15
1926-07-01 00:00:00,17.44
1926-08-01 00:00:00,17.19
1926-09-01 00:00:00,14.34
1926-10-01 00:00:00,10.51
1926-11-01 00:00:00,4.39
1926-12-01 00:00:00,-0.48
1927-01-01 00:00:00,3.68
1927-02-01 00:00:00,5.02
1927-03-01 00:00:00,5.32
1927-04-01 00:00:00,8.79
1927-05-01 00:00:00,11.15
1927-06-01 00:00:00,14.62
1927-07-01 00:00:00,18.4
1927-08-01 00:00:00,17.11
1927-09-01 00:00:00,13.76
1927-10-01 00:00:00,10.18
1927-11-01 00:00:00,7.66
1927-12-01 00:00:00,2.48
1928-01-01 00:00:00,-1.43
1928-02-01 00:00:00,-3.83
1928-03-01 00:00:00,4.8
1928-04-01 00:00:00,5.95
1928-05-01 00:00:00,13.21
1928-06-01 00:00:00,14.58
1928-07-01 00:00:00,17.99
1928-08-01 00:00:00,17.26
1928-09-01 00:00:00,17.06
1928-10-01 00:00:00,10.6
1928-11-01 00:00:00,6.24
1928-12-01 00:00:00,5.55
1929-01-01 00:00:00,4.99
1929-02-01 00:00:00,2.08
1929-03-01 00:00:00,5.52
1929-04-01 00:00:00,9.43
1929-05-01 00:00:00,11.97
1929-06-01 00:00:00,18.05
1929-07-01 00:00:00,16.63
1929-08-01 00:00:00,17.23
1929-09-01 00:00:00,14.38
1929-10-01 00:00:00,10.71
1929-11-01 00:00:00,7.39
1929-12-01 00:00:00,2.66
1930-01-01 00:00:00,2.71
1930-02-01 00:00:00,1.64
1930-03-01 00:00:00,3.41
1930-04-01 00:00:00,7.53
1930-05-01 00:00:00,13.98
1930-06-01 00:00:00,16.28
1930-07-01 00:00:00,17.09
1930-08-01 00:00:00,16.07
1930-09-01 00:00:00,11.83
1930-10-01 00:00:00,9.21
1930-11-01 00:00:00,6.95
1930-12-01 00:00:00,2.87
1931-01-01 00:00:00,4.13
1931-02-01 00:00:00,1.11
1931-03-01 00:00:00,3.8
1931-04-01 00:00:00,7.51
1931-05-01 00:00:00,12.3
1931-06-01 00:00:00,15.48
1931-07-01 00:00:00,17.73
1931-08-01 00:00:00,19.73
1931-09-01 00:00:00,15.57
1931-10-01 00:00:00,9.75
1931-11-01 00:00:00,5.69
1931-12-01 00:00:00,3.63
1932-01-01 00:00:00,0.3
1932-02-01 00:00:00,2.87
1932-03-01 00:00:00,7.23
1932-04-01 00:00:00,8.92
1932-05-01 00:00:00,12.46
1932-06-01 00:00:00,15.49
1932-07-01 00:00:00,18.73
1932-08-01 00:00:00,18.57
1932-09-01 00:00:00,15.49
1932-10-01 00:00:00,10.54
1932-11-01 00:00:00,4.16
1932-12-01 00:00:00,-2.08
1933-01-01 00:00:00,2.27
1933-02-01 00:00:00,2.72
1933-03-01 00:00:00,5.11
1933-04-01 00:00:00,10.6
1933-05-01 00:00:00,12.89
1933-06-01 00:00:00,16.28
1933-07-01 00:00:00,18.68
1933-08-01 00:00:00,17.03
1933-09-01 00:00:00,16.59
1933-10-01 00:00:00,11.51
1933-11-01 00:00:00,5.55
1933-12-01 00:00:00,7.02
1934-01-01 00:00:00,2.49
1934-02-01 00:00:00,4.28
1934-03-01 00:00:00,5.32
1934-04-01 00:00:00,8.22
1934-05-01 00:00:00,11.18
1934-06-01 00:00:00,16.99
1934-07-01 00:00:00,18.4
1934-08-01 00:00:00,17.83
1934-09-01 00:00:00,14.7
1934-10-01 00:00:00,9.88
1934-11-01 00:00:00,6.99
1934-12-01 00:00:00,2.64
1935-01-01 00:00:00,4.89
1935-02-01 00:00:00,2.4
1935-03-01 00:00:00,6.97
1935-04-01 00:00:00,6.66
1935-05-01 00:00:00,13.18
1935-06-01 00:00:00,16.45
1935-07-01 00:00:00,16.72
1935-08-01 00:00:00,17.43
1935-09-01 00:00:00,14.7
1935-10-01 00:00:00,8.69
1935-11-01 00:00:00,5.47
1935-12-01 00:00:00,3.36
1936-01-01 00:00:00,3.29
1936-02-01 00:00:00,5.11
1936-03-01 00:00:00,4.03
1936-04-01 00:00:00,9.02
1936-05-01 00:00:00,14.37
1936-06-01 00:00:00,16.1
1936-07-01 00:00:00,17.42
1936-08-01 00:00:00,18.04
1936-09-01 00:00:00,14.18
1936-10-01 00:00:00,11.21
1936-11-01 00:00:00,4.84
1936-12-01 00:00:00,1.85
1937-01-01 00:00:00,4.0
1937-02-01 00:00:00,3.26
1937-03-01 00:00:00,8.31
1937-04-01 00:00:00,6.82
1937-05-01 00:00:00,11.36
1937-06-01 00:00:00,16.19
1937-07-01 00:00:00,16.71
1937-08-01 00:00:00,18.16
1937-09-01 00:00:00,15.41
1937-10-01 00:00:00,10.01
1937-11-01 00:00:00,8.79
1937-12-01 00:00:00,0.9
1938-01-01 00:00:00,4.38
1938-02-01 00:00:00,3.62
1938-03-01 00:00:00,4.78
1938-04-01 00:00:00,9.57
1938-05-01 00:00:00,11.87
1938-06-01 00:00:00,16.49
1938-07-01 00:00:00,17.09
1938-08-01 00:00:00,17.96
1938-09-01 00:00:00,14.94
1938-10-01 00:00:00,8.44
1938-11-01 00:00:00,7.72
1938-12-01 00:00:00,1.35
1939-01-01 00:00:00,-4.74
1939-02-01 00:00:00,0.22
1939-03-01 00:00:00,5.55
1939-04-01 00:00:00,8.94
1939-05-01 00:00:00,13.27
1939-06-01 00:00:00,16.91
1939-07-01 00:00:00,16.31
1939-08-01 00:00:00,15.76
1939-09-01 00:00:00,13.76
1939-10-01 00:00:00,9.25
1939-11-01 00:00:00,6.92
1939-12-01 00:00:00,0.77
1940-01-01 00:00:00,-2.09
1940-02-01 00:00:00,2.02
1940-03-01 00:00:00,5.64
1940-04-01 00:00:00,7.1
1940-05-01 00:00:00,9.97
1940-06-01 00:00:00,16.83
1940-07-01 00:00:00,19.03
1940-08-01 00:00:00,15.72
1940-09-01 00:00:00,14.59
1940-10-01 00:00:00,10.08
1940-11-01 00:00:00,4.63
1940-12-01 00:00:00,4.13
1941-01-01 00:00:00,-4.11
1941-02-01 00:00:00,-3.4
1941-03-01 00:00:00,4.35
1941-04-01 00:00:00,9.59
1941-05-01 00:00:00,12.44
1941-06-01 00:00:00,15.27
1941-07-01 00:00:00,16.63
1941-08-01 00:00:00,18.31
1941-09-01 00:00:00,15.42
1941-10-01 00:00:00,12.28
1941-11-01 00:00:00,5.41
1941-12-01 00:00:00,4.29
1942-01-01 00:00:00,3.22
1942-02-01 00:00:00,4.61
1942-03-01 00:00:00,6.98
1942-04-01 00:00:00,10.81
1942-05-01 00:00:00,13.74
1942-06-01 00:00:00,15.06
1942-07-01 00:00:00,18.0
1942-08-01 00:00:00,17.76
1942-09-01 00:00:00,14.29
1942-10-01 00:00:00,11.34
1942-11-01 00:00:00,4.89
1942-12-01 00:00:00,1.86
1943-01-01 00:00:00,4.78
1943-02-01 00:00:00,1.44
1943-03-01 00:00:00,3.64
1943-04-01 00:00:00,9.99
1943-05-01 00:00:00,12.18
1943-06-01 00:00:00,14.5
1943-07-01 00:00:00,17.49
1943-08-01 00:00:00,19.83
1943-09-01 00:00:00,13.54
1943-10-01 00:00:00,9.55
1943-11-01 00:00:00,6.11
1943-12-01 00:00:00,2.55
1944-01-01 00:00:00,-2.56
1944-02-01 00:00:00,6.08
1944-03-01 00:00:00,7.62
1944-04-01 00:00:00,10.5
1944-05-01 00:00:00,14.47
1944-06-01 00:00:00,16.88
1944-07-01 00:00:00,18.65
1944-08-01 00:00:00,17.05
1944-09-01 00:00:00,15.3
1944-10-01 00:00:00,11.76
1944-11-01 00:00:00,5.16
1944-12-01 00:00:00,3.7
1945-01-01 00:00:00,0.08
1945-02-01 00:00:00,4.99
1945-03-01 00:00:00,4.93
1945-04-01 00:00:00,10.54
1945-05-01 00:00:00,13.05
1945-06-01 00:00:00,14.72
1945-07-01 00:00:00,18.35
1945-08-01 00:00:00,16.69
1945-09-01 00:00:00,15.17
1945-10-01 00:00:00,9.81
1945-11-01 00:00:00,6.46
1945-12-01 00:00:00,0.14
1946-01-01 00:00:00,-1.12
1946-02-01 00:00:00,-2.9
1946-03-01 00:00:00,4.46
1946-04-01 00:00:00,10.08
1946-05-01 00:00:00,15.35
1946-06-01 00:00:00,17.87
1946-07-01 00:00:00,19.72
1946-08-01 00:00:00,20.65
1946-09-01 00:00:00,17.49
1946-10-01 00:00:00,10.35
1946-11-01 00:00:00,7.17
1946-12-01 00:00:00,3.73
1947-01-01 00:00:00,5.36
1947-02-01 00:00:00,3.05
1947-03-01 00:00:00,7.87
1947-04-01 00:00:00,10.13
1947-05-01 00:00:00,13.6
1947-06-01 00:00:00,15.6
1947-07-01 00:00:00,16.74
1947-08-01 00:00:00,17.02
1947-09-01 00:00:00,14.67
1947-10-01 00:00:00,10.26
1947-11-01 00:00:00,5.76
1947-12-01 00:00:00,3.66
1948-01-01 00:00:00,3.53
1948-02-01 00:00:00,4.1
1948-03-01 00:00:00,4.43
1948-04-01 00:00:00,11.28
1948-05-01 00:00:00,11.79
1948-06-01 00:00:00,15.09
1948-07-01 00:00:00,18.65
1948-08-01 00:00:00,18.16
1948-09-01 00:00:00,18.07
1948-10-01 00:00:00,12.24
1948-11-01 00:00:00,5.34
1948-12-01 00:00:00,4.66
1949-01-01 00:00:00,1.39
1949-02-01 00:00:00,5.58
1949-03-01 00:00:00,6.8
1949-04-01 00:00:00,7.77
1949-05-01 00:00:00,13.52
1949-06-01 00:00:00,18.0
1949-07-01 00:00:00,18.6
1949-08-01 00:00:00,17.96
1949-09-01 00:00:00,13.82
1949-10-01 00:00:00,9.75
1949-11-01 00:00:00,6.05
1949-12-01 00:00:00,-0.33
1950-01-01 00:00:00,3.76
1950-02-01 00:00:00,3.85
1950-03-01 00:00:00,4.18
1950-04-01 00:00:00,7.44
1950-05-01 00:00:00,11.83
1950-06-01 00:00:00,15.13
1950-07-01 00:00:00,17.08
1950-08-01 00:00:00,16.73
1950-09-01 00:00:00,15.34
1950-10-01 00:00:00,8.87
1950-11-01 00:00:00,8.12
1950-12-01 00:00:00,3.96
1951-01-01 00:00:00,1.99
1951-02-01 00:00:00,1.77
1951-03-01 00:00:00,5.78
1951-04-01 00:00:00,10.83
1951-05-01 00:00:00,13.64
1951-06-01 00:00:00,15.82
1951-07-01 00:00:00,18.37
1951-08-01 00:00:00,17.78
1951-09-01 00:00:00,11.43
1951-10-01 00:00:00,8.59
1951-11-01 00:00:00,3.25
1951-12-01 00:00:00,1.58
1952-01-01 00:00:00,0.36
1952-02-01 00:00:00,1.9
1952-03-01 00:00:00,5.72
1952-04-01 00:00:00,9.16
1952-05-01 00:00:00,13.62
1952-06-01 00:00:00,15.47
1952-07-01 00:00:00,16.97
1952-08-01 00:00:00,17.12
1952-09-01 00:00:00,14.44
1952-10-01 00:00:00,11.5
1952-11-01 00:00:00,6.3
1952-12-01 00:00:00,5.22
1953-01-01 00:00:00,-0.54
1953-02-01 00:00:00,-0.12
1953-03-01 00:00:00,6.33
1953-04-01 00:00:00,6.97
1953-05-01 00:00:00,12.68
1953-06-01 00:00:00,15.27
1953-07-01 00:00:00,14.79
1953-08-01 00:00:00,16.07
1953-09-01 00:00:00,13.83
1953-10-01 00:00:00,11.54
1953-11-01 00:00:00,6.57
1953-12-01 00:00:00,5.2
1954-01-01 00:00:00,0.69
1954-02-01 00:00:00,0.57
1954-03-01 00:00:00,2.37
1954-04-01 00:00:00,8.48
1954-05-01 00:00:00,10.69
1954-06-01 00:00:00,15.04
1954-07-01 00:00:00,17.72
1954-08-01 00:00:00,17.86
1954-09-01 00:00:00,14.52
1954-10-01 00:00:00,9.13
1954-11-01 00:00:00,5.88
1954-12-01 00:00:00,4.6
1955-01-01 00:00:00,2.26
1955-02-01 00:00:00,-3.47
1955-03-01 00:00:00,5.5
1955-04-01 00:00:00,6.24
1955-05-01 00:00:00,12.82
1955-06-01 00:00:00,12.94
1955-07-01 00:00:00,16.64
1955-08-01 00:00:00,14.59
1955-09-01 00:00:00,15.07
1955-10-01 00:00:00,9.62
1955-11-01 00:00:00,4.47
1955-12-01 00:00:00,4.88
1956-01-01 00:00:00,2.49
1956-02-01 00:00:00,5.52
1956-03-01 00:00:00,8.68
1956-04-01 00:00:00,8.63
1956-05-01 00:00:00,10.49
1956-06-01 00:00:00,16.73
1956-07-01 00:00:00,17.95
1956-08-01 00:00:00,15.94
1956-09-01 00:00:00,13.23
1956-10-01 00:00:00,10.41
1956-11-01 00:00:00,5.85
1956-12-01 00:00:00,2.47
1957-01-01 00:00:00,2.05
1957-02-01 00:00:00,4.16
1957-03-01 00:00:00,2.56
1957-04-01 00:00:00,6.37
1957-05-01 00:00:00,12.81
1957-06-01 00:00:00,14.82
1957-07-01 00:00:00,16.97
1957-08-01 00:00:00,17.42
1957-09-01 00:00:00,15.95
1957-10-01 00:00:00,10.56
1957-11-01 00:00:00,5.21
1957-12-01 00:00:00,4.45
1958-01-01 00:00:00,1.7
1958-02-01 00:00:00,1.43
1958-03-01 00:00:00,7.47
1958-04-01 00:00:00,9.91
1958-05-01 00:00:00,13.46
1958-06-01 00:00:00,16.39
1958-07-01 00:00:00,19.52
1958-08-01 00:00:00,18.11
1958-09-01 00:00:00,15.97
1958-10-01 00:00:00,11.24
1958-11-01 00:00:00,5.29
1958-12-01 00:00:00,4.45
1959-01-01 00:00:00,2.23
1959-02-01 00:00:00,3.33
1959-03-01 00:00:00,6.37
1959-04-01 00:00:00,8.82
1959-05-01 00:00:00,13.45
1959-06-01 00:00:00,16.41
1959-07-01 00:00:00,15.45
1959-08-01 00:00:00,16.32
1959-09-01 00:00:00,13.5
1959-10-01 00:00:00,10.6
1959-11-01 00:00:00,7.53
1959-12-01 00:00:00,2.71
1960-01-01 00:00:00,1.77
1960-02-01 00:00:00,6.27
1960-03-01 00:00:00,7.42
1960-04-01 00:00:00,11.01
1960-05-01 00:00:00,11.27
1960-06-01 00:00:00,15.6
1960-07-01 00:00:00,15.78
1960-08-01 00:00:00,16.63
1960-09-01 00:00:00,17.29
1960-10-01 00:00:00,11.64
1960-11-01 00:00:00,4.95
1960-12-01 00:00:00,2.16
1961-01-01 00:00:00,3.33
1961-02-01 00:00:00,2.44
1961-03-01 00:00:00,2.15
1961-04-01 00:00:00,8.13
1961-05-01 00:00:00,10.09
1961-06-01 00:00:00,14.52
1961-07-01 00:00:00,15.51
1961-08-01 00:00:00,16.25
1961-09-01 00:00:00,13.43
1961-10-01 00:00:00,10.54
1961-11-01 00:00:00,4.15
1961-12-01 00:00:00,-0.35
1962-01-01 00:00:00,-4.81
1962-02-01 00:00:00,-3.14
1962-03-01 00:00:00,4.74
1962-04-01 00:00:00,8.97
1962-05-01 00:00:00,11.34
1962-06-01 00:00:00,15.51
1962-07-01 00:00:00,17.17
1962-08-01 00:00:00,15.67
1962-09-01 00:00:00,14.17
1962-10-01 00:00:00,9.66
1962-11-01 00:00:00,8.44
1962-12-01 00:00:00,-1.02
1963-01-01 00:00:00,-0.13
1963-02-01 00:00:00,3.75
1963-03-01 00:00:00,3.08
1963-04-01 00:00:00,8.78
1963-05-01 00:00:00,14.36
1963-06-01 00:00:00,16.09
1963-07-01 00:00:00,18.03
1963-08-01 00:00:00,16.99
1963-09-01 00:00:00,15.02
1963-10-01 00:00:00,8.19
1963-11-01 00:00:00,6.24
1963-12-01 00:00:00,2.11
1964-01-01 00:00:00,2.43
1964-02-01 00:00:00,1.01
1964-03-01 00:00:00,4.88
1964-04-01 00:00:00,7.61
1964-05-01 00:00:00,12.13
1964-06-01 00:00:00,15.33
1964-07-01 00:00:00,15.11
1964-08-01 00:00:00,15.9
1964-09-01 00:00:00,13.02
1964-10-01 00:00:00,10.09
1964-11-01 00:00:00,3.48
1964-12-01 00:00:00,4.45
1965-01-01 00:00:00,-0.16
1965-02-01 00:00:00,5.81
1965-03-01 00:00:00,5.13
1965-04-01 00:00:00,9.07
1965-05-01 00:00:00,12.95
1965-06-01 00:00:00,16.79
1965-07-01 00:00:00,15.64
1965-08-01 00:00:00,16.07
1965-09-01 00:00:00,14.46
1965-10-01 00:00:00,11.77
1965-11-01 00:00:00,3.94
1965-12-01 00:00:00,4.12
1966-01-01 00:00:00,2.63
1966-02-01 00:00:00,4.73
1966-03-01 00:00:00,6.65
1966-04-01 00:00:00,7.39
1966-05-01 00:00:00,12.52
1966-06-01 00:00:00,14.78
1966-07-01 00:00:00,18.77
1966-08-01 00:00:00,16.98
1966-09-01 00:00:00,14.35
1966-10-01 00:00:00,11.97
1966-11-01 00:00:00,4.84
1966-12-01 00:00:00,2.37
1967-01-01 00:00:00,1.72
1967-02-01 00:00:00,1.99
1967-03-01 00:00:00,6.0
1967-04-01 00:00:00,9.36
1967-05-01 00:00:00,10.99
1967-06-01 00:00:00,15.26
1967-07-01 00:00:00,16.44
1967-08-01 00:00:00,16.82
1967-09-01 00:00:00,14.36
1967-10-01 00:00:00,11.96
1967-11-01 00:00:00,4.81
1967-12-01 00:00:00,0.28
1968-01-01 00:00:00,3.89
1968-02-01 00:00:00,0.26
1968-03-01 00:00:00,3.67
1968-04-01 00:00:00,7.94
1968-05-01 00:00:00,12.99
1968-06-01 00:00:00,14.94
1968-07-01 00:00:00,18.5
1968-08-01 00:00:00,17.43
1968-09-01 00:00:00,14.98
1968-10-01 00:00:00,12.27
1968-11-01 00:00:00,6.34
1968-12-01 00:00:00,-0.92
1969-01-01 00:00:00,1.41
1969-02-01 00:00:00,1.72
1969-03-01 00:00:00,3.11
1969-04-01 00:00:00,6.1
1969-05-01 00:00:00,12.72
