Time,Temperature
1918-09-01 00:00:00,7.15
1918-10-01 00:00:00,-2.46
1918-11-01 00:00:00,-17.86
1918-12-01 00:00:00,-23.68
1919-01-01 00:00:00,-24.26
1919-02-01 00:00:00,-24.03
1919-03-01 00:00:00,-13.42
1919-04-01 00:00:00,-3.54
1919-05-01 00:00:00,5.22
1919-06-01 00:00:00,11.85
1919-07-01 00:00:00,15.4
1919-08-01 00:00:00,13.54
1919-09-01 00:00:00,5.83
1919-10-01 00:00:00,-5.98
1919-11-01 00:00:00,-17.62
1919-12-01 00:00:00,-25.35
1920-01-01 00:00:00,-23.87
1920-02-01 00:00:00,-22.43
1920-03-01 00:00:00,-15.16
1920-04-01 00:00:00,-5.19
1920-05-01 00:00:00,3.95
1920-06-01 00:00:00,12.76
1920-07-01 00:00:00,15.68
1920-08-01 00:00:00,12.87
1920-09-01 00:00:00,6.29
1920-10-01 00:00:00,-4.05
1920-11-01 00:00:00,-15.55
1920-12-01 00:00:00,-25.11
1921-01-01 00:00:00,-27.82
1921-02-01 00:00:00,-26.17
1921-03-01 00:00:00,-15.16
1921-04-01 00:00:00,-5.9
1921-05-01 00:00:00,4.03
1921-06-01 00:00:00,12.24
1921-07-01 00:00:00,15.84
1921-08-01 00:00:00,12.5
1921-09-01 00:00:00,5.73
1921-10-01 00:00:00,-4.72
1921-11-01 00:00:00,-16.64
1921-12-01 00:00:00,-21.7
1922-01-01 00:00:00,-25.35
1922-02-01 00:00:00,-24.8
1922-03-01 00:00:00,-15.64
1922-04-01 00:00:00,-7.26
1922-05-01 00:00:00,3.08
1922-06-01 00:00:00,11.85
1922-07-01 00:00:00,15.23
1922-08-01 00:00:00,13.09
1922-09-01 00:00:00,7.09
1922-10-01 00:00:00,-2.92
1922-11-01 00:00:00,-15.93
1922-12-01 00:00:00,-22.24
1923-01-01 00:00:00,-26.88
1923-02-01 00:00:00,-24.43
1923-03-01 00:00:00,-16.35
1923-04-01 00:00:00,-6.23
1923-05-01 00:00:00,4.42
1923-06-01 00:00:00,11.12
1923-07-01 00:00:00,15.5
1923-08-01 00:00:00,12.92
1923-09-01 00:00:00,7.08
1923-10-01 00:00:00,-4.13
1923-11-01 00:00:00,-13.69
1923-12-01 00:00:00,-21.68
1924-01-01 00:00:00,-21.57
1924-02-01 00:00:00,-22.96
1924-03-01 00:00:00,-16.7
1924-04-01 00:00:00,-5.81
1924-05-01 00:00:00,3.46
1924-06-01 00:00:00,10.93
1924-07-01 00:00:00,14.86
1924-08-01 00:00:00,13.05
1924-09-01 00:00:00,6.67
1924-10-01 00:00:00,-3.02
1924-11-01 00:00:00,-15.05
1924-12-01 00:00:00,-22.67
1925-01-01 00:00:00,-24.25
1925-02-01 00:00:00,-24.05
1925-03-01 00:00:00,-13.37
1925-04-01 00:00:00,-5.93
1925-05-01 00:00:00,2.31
1925-06-01 00:00:00,11.29
1925-07-01 00:00:00,14.53
1925-08-01 00:00:00,12.95
1925-09-01 00:00:00,6.66
1925-10-01 00:00:00,-3.75
1925-11-01 00:00:00,-14.8
1925-12-01 00:00:00,-24.02
1926-01-01 00:00:00,-28.08
1926-02-01 00:00:00,-23.18
1926-03-01 00:00:00,-18.12
1926-04-01 00:00:00,-5.57
1926-05-01 00:00:00,4.68
1926-06-01 00:00:00,12.22
1926-07-01 00:00:00,15.15
1926-08-01 00:00:00,12.82
1926-09-01 00:00:00,7.48
1926-10-01 00:00:00,-3.05
1926-11-01 00:00:00,-15.04
1926-12-01 00:00:00,-24.7
1927-01-01 00:00:00,-25.72
1927-02-01 00:00:00,-23.59
1927-03-01 00:00:00,-17.51
1927-04-01 00:00:00,-6.19
1927-05-01 00:00:00,3.19
1927-06-01 00:00:00,11.14
1927-07-01 00:00:00,15.07
1927-08-01 00:00:00,13.21
1927-09-01 00:00:00,6.36
1927-10-01 00:00:00,-3.55
1927-11-01 00:00:00,-16.61
1927-12-01 00:00:00,-23.26
1928-01-01 00:00:00,-27.82
1928-02-01 00:00:00,-26.61
1928-03-01 00:00:00,-16.64
1928-04-01 00:00:00,-6.64
1928-05-01 00:00:00,3.65
1928-06-01 00:00:00,11.3
1928-07-01 00:00:00,15.09
1928-08-01 00:00:00,12.91
1928-09-01 00:00:00,5.66
1928-10-01 00:00:00,-2.8
1928-11-01 00:00:00,-14.92
1928-12-01 00:00:00,-26.31
1929-01-01 00:00:00,-22.93
1929-02-01 00:00:00,-25.46
1929-03-01 00:00:00,-14.68
1929-04-01 00:00:00,-6.91
1929-05-01 00:00:00,3.31
1929-06-01 00:00:00,11.35
1929-07-01 00:00:00,15.11
1929-08-01 00:00:00,13.48
1929-09-01 00:00:00,5.74
1929-10-01 00:00:00,-3.81
1929-11-01 00:00:00,-14.15
1929-12-01 00:00:00,-25.16
1930-01-01 00:00:00,-28.96
1930-02-01 00:00:00,-27.04
1930-03-01 00:00:00,-15.81
1930-04-01 00:00:00,-7.24
1930-05-01 00:00:00,3.36
1930-06-01 00:00:00,11.99
1930-07-01 00:00:00,15.83
1930-08-01 00:00:00,13.44
1930-09-01 00:00:00,7.1
1930-10-01 00:00:00,-2.09
1930-11-01 00:00:00,-15.53
1930-12-01 00:00:00,-22.61
1931-01-01 00:00:00,-21.83
1931-02-01 00:00:00,-23.52
1931-03-01 00:00:00,-16.37
1931-04-01 00:00:00,-4.43
1931-05-01 00:00:00,3.32
1931-06-01 00:00:00,11.43
1931-07-01 00:00:00,15.87
1931-08-01 00:00:00,13.3
1931-09-01 00:00:00,7.79
1931-10-01 00:00:00,-2.06
1931-11-01 00:00:00,-16.49
1931-12-01 00:00:00,-21.96
1932-01-01 00:00:00,-27.43
1932-02-01 00:00:00,-26.28
1932-03-01 00:00:00,-18.05
1932-04-01 00:00:00,-5.81
1932-05-01 00:00:00,2.37
1932-06-01 00:00:00,10.84
1932-07-01 00:00:00,15.4
1932-08-01 00:00:00,12.8
1932-09-01 00:00:00,5.8
1932-10-01 00:00:00,-2.81
1932-11-01 00:00:00,-15.96
1932-12-01 00:00:00,-23.83
1933-01-01 00:00:00,-23.39
1933-02-01 00:00:00,-18.6
1933-03-01 00:00:00,-16.31
1933-04-01 00:00:00,-6.95
1933-05-01 00:00:00,5.01
1933-06-01 00:00:00,11.57
1933-07-01 00:00:00,14.97
1933-08-01 00:00:00,12.79
1933-09-01 00:00:00,5.5
1933-10-01 00:00:00,-2.83
1933-11-01 00:00:00,-14.09
1933-12-01 00:00:00,-22.6
1934-01-01 00:00:00,-25.52
1934-02-01 00:00:00,-19.08
1934-03-01 00:00:00,-16.01
1934-04-01 00:00:00,-6.6
1934-05-01 00:00:00,3.5
1934-06-01 00:00:00,11.57
1934-07-01 00:00:00,15.18
1934-08-01 00:00:00,12.95
1934-09-01 00:00:00,6.79
1934-10-01 00:00:00,-3.65
1934-11-01 00:00:00,-17.38
1934-12-01 00:00:00,-23.55
1935-01-01 00:00:00,-26.59
1935-02-01 00:00:00,-24.02
1935-03-01 00:00:00,-17.23
1935-04-01 00:00:00,-5.12
1935-05-01 00:00:00,3.8
1935-06-01 00:00:00,11.75
1935-07-01 00:00:00,16.19
1935-08-01 00:00:00,13.11
1935-09-01 00:00:00,7.03
1935-10-01 00:00:00,-3.25
1935-11-01 00:00:00,-15.26
1935-12-01 00:00:00,-20.0
1936-01-01 00:00:00,-23.76
1936-02-01 00:00:00,-21.74
1936-03-01 00:00:00,-18.58
1936-04-01 00:00:00,-6.35
1936-05-01 00:00:00,3.76
1936-06-01 00:00:00,12.26
1936-07-01 00:00:00,15.2
1936-08-01 00:00:00,12.34
1936-09-01 00:00:00,7.0
1936-10-01 00:00:00,-2.72
1936-11-01 00:00:00,-15.3
1936-12-01 00:00:00,-24.01
1937-01-01 00:00:00,-24.68
1937-02-01 00:00:00,-21.8
1937-03-01 00:00:00,-14.32
1937-04-01 00:00:00,-2.93
1937-05-01 00:00:00,4.24
1937-06-01 00:00:00,11.84
1937-07-01 00:00:00,15.72
1937-08-01 00:00:00,13.58
1937-09-01 00:00:00,7.22
1937-10-01 00:00:00,-4.2
1937-11-01 00:00:00,-13.23
1937-12-01 00:00:00,-26.09
1938-01-01 00:00:00,-27.27
1938-02-01 00:00:00,-20.2
1938-03-01 00:00:00,-14.93
1938-04-01 00:00:00,-4.63
1938-05-01 00:00:00,3.65
1938-06-01 00:00:00,12.7
1938-07-01 00:00:00,14.98
1938-08-01 00:00:00,12.89
1938-09-01 00:00:00,6.15
1938-10-01 00:00:00,-4.39
1938-11-01 00:00:00,-15.17
1938-12-01 00:00:00,-19.85
1939-01-01 00:00:00,-29.02
1939-02-01 00:00:00,-23.15
1939-03-01 00:00:00,-15.39
1939-04-01 00:00:00,-4.25
1939-05-01 00:00:00,3.32
1939-06-01 00:00:00,11.89
1939-07-01 00:00:00,15.37
1939-08-01 00:00:00,13.36
1939-09-01 00:00:00,6.44
1939-10-01 00:00:00,-6.03
1939-11-01 00:00:00,-15.45
1939-12-01 00:00:00,-24.23
1940-01-01 00:00:00,-27.73
1940-02-01 00:00:00,-25.51
1940-03-01 00:00:00,-18.53
1940-04-01 00:00:00,-7.47
1940-05-01 00:00:00,3.21
1940-06-01 00:00:00,11.74
1940-07-01 00:00:00,15.38
1940-08-01 00:00:00,13.05
1940-09-01 00:00:00,6.33
1940-10-01 00:00:00,-3.51
1940-11-01 00:00:00,-17.76
1940-12-01 00:00:00,-26.44
1941-01-01 00:00:00,-25.39
1941-02-01 00:00:00,-24.55
1941-03-01 00:00:00,-19.7
1941-04-01 00:00:00,-6.85
1941-05-01 00:00:00,3.29
1941-06-01 00:00:00,11.68
1941-07-01 00:00:00,15.26
1941-08-01 00:00:00,12.28
1941-09-01 00:00:00,6.66
1941-10-01 00:00:00,-4.22
1941-11-01 00:00:00,-15.72
1941-12-01 00:00:00,-20.57
1942-01-01 00:00:00,-26.04
1942-02-01 00:00:00,-20.94
1942-03-01 00:00:00,-13.52
1942-04-01 00:00:00,-2.38
1942-05-01 00:00:00,6.33
1942-06-01 00:00:00,11.86
1942-07-01 00:00:00,15.23
1942-08-01 00:00:00,13.06
1942-09-01 00:00:00,7.19
1942-10-01 00:00:00,-2.45
1942-11-01 00:00:00,-15.96
1942-12-01 00:00:00,-22.52
1943-01-01 00:00:00,-23.05
1943-02-01 00:00:00,-21.08
1943-03-01 00:00:00,-13.66
1943-04-01 00:00:00,-5.13
1943-05-01 00:00:00,4.4
1943-06-01 00:00:00,11.36
1943-07-01 00:00:00,14.79
1943-08-01 00:00:00,12.64
1943-09-01 00:00:00,7.87
1943-10-01 00:00:00,-3.05
1943-11-01 00:00:00,-16.99
1943-12-01 00:00:00,-22.87
1944-01-01 00:00:00,-26.43
1944-02-01 00:00:00,-24.77
1944-03-01 00:00:00,-17.77
1944-04-01 00:00:00,-3.68
1944-05-01 00:00:00,4.36
1944-06-01 00:00:00,11.97
1944-07-01 00:00:00,14.79
1944-08-01 00:00:00,13.51
1944-09-01 00:00:00,6.95
1944-10-01 00:00:00,-2.71
1944-11-01 00:00:00,-15.74
1944-12-01 00:00:00,-26.04
1945-01-01 00:00:00,-25.32
1945-02-01 00:00:00,-23.48
1945-03-01 00:00:00,-17.82
1945-04-01 00:00:00,-4.94
1945-05-01 00:00:00,3.08
1945-06-01 00:00:00,11.15
1945-07-01 00:00:00,15.45
1945-08-01 00:00:00,13.04
1945-09-01 00:00:00,5.11
1945-10-01 00:00:00,-4.58
1945-11-01 00:00:00,-15.99
1945-12-01 00:00:00,-25.49
1946-01-01 00:00:00,-27.91
1946-02-01 00:00:00,-24.62
1946-03-01 00:00:00,-15.82
1946-04-01 00:00:00,-3.71
1946-05-01 00:00:00,3.98
1946-06-01 00:00:00,11.69
1946-07-01 00:00:00,14.53
1946-08-01 00:00:00,12.26
1946-09-01 00:00:00,6.74
1946-10-01 00:00:00,-1.2
1946-11-01 00:00:00,-16.36
1946-12-01 00:00:00,-24.45
1947-01-01 00:00:00,-23.59
1947-02-01 00:00:00,-22.44
1947-03-01 00:00:00,-14.8
1947-04-01 00:00:00,-4.02
1947-05-01 00:00:00,5.22
1947-06-01 00:00:00,12.32
1947-07-01 00:00:00,15.22
1947-08-01 00:00:00,12.89
1947-09-01 00:00:00,6.71
1947-10-01 00:00:00,-2.46
1947-11-01 00:00:00,-13.88
1947-12-01 00:00:00,-23.38
1948-01-01 00:00:00,-21.24
1948-02-01 00:00:00,-22.34
1948-03-01 00:00:00,-16.05
1948-04-01 00:00:00,-4.28
1948-05-01 00:00:00,4.42
1948-06-01 00:00:00,11.17
1948-07-01 00:00:00,14.35
1948-08-01 00:00:00,13.06
1948-09-01 00:00:00,6.25
1948-10-01 00:00:00,-2.4
1948-11-01 00:00:00,-17.62
1948-12-01 00:00:00,-24.29
1949-01-01 00:00:00,-27.56
1949-02-01 00:00:00,-22.65
1949-03-01 00:00:00,-15.5
1949-04-01 00:00:00,-5.09
1949-05-01 00:00:00,3.6
1949-06-01 00:00:00,11.54
1949-07-01 00:00:00,14.33
1949-08-01 00:00:00,12.29
1949-09-01 00:00:00,6.36
1949-10-01 00:00:00,-3.62
1949-11-01 00:00:00,-17.77
1949-12-01 00:00:00,-22.92
1950-01-01 00:00:00,-27.3
1950-02-01 00:00:00,-27.2
1950-03-01 00:00:00,-16.06
1950-04-01 00:00:00,-3.99
1950-05-01 00:00:00,3.79
1950-06-01 00:00:00,11.28
1950-07-01 00:00:00,15.02
1950-08-01 00:00:00,12.94
1950-09-01 00:00:00,7.39
1950-10-01 00:00:00,-2.68
1950-11-01 00:00:00,-15.63
1950-12-01 00:00:00,-18.69
1951-01-01 00:00:00,-24.86
1951-02-01 00:00:00,-24.05
1951-03-01 00:00:00,-18.02
1951-04-01 00:00:00,-6.66
1951-05-01 00:00:00,3.11
1951-06-01 00:00:00,11.57
1951-07-01 00:00:00,15.91
1951-08-01 00:00:00,13.1
1951-09-01 00:00:00,7.28
1951-10-01 00:00:00,-5.43
1951-11-01 00:00:00,-20.34
1951-12-01 00:00:00,-25.61
1952-01-01 00:00:00,-25.45
1952-02-01 00:00:00,-24.39
1952-03-01 00:00:00,-15.08
1952-04-01 00:00:00,-3.01
1952-05-01 00:00:00,4.64
1952-06-01 00:00:00,12.72
1952-07-01 00:00:00,16.0
1952-08-01 00:00:00,13.19
1952-09-01 00:00:00,6.36
1952-10-01 00:00:00,-3.42
1952-11-01 00:00:00,-18.21
1952-12-01 00:00:00,-21.47
1953-01-01 00:00:00,-26.99
1953-02-01 00:00:00,-26.07
1953-03-01 00:00:00,-16.7
1953-04-01 00:00:00,-4.75
1953-05-01 00:00:00,3.18
1953-06-01 00:00:00,12.72
1953-07-01 00:00:00,16.05
1953-08-01 00:00:00,13.36
1953-09-01 00:00:00,6.52
1953-10-01 00:00:00,-2.62
1953-11-01 00:00:00,-15.96
1953-12-01 00:00:00,-23.43
1954-01-01 00:00:00,-22.03
1954-02-01 00:00:00,-25.19
1954-03-01 00:00:00,-19.32
1954-04-01 00:00:00,-6.46
1954-05-01 00:00:00,4.32
1954-06-01 00:00:00,11.98
1954-07-01 00:00:00,14.78
1954-08-01 00:00:00,12.99
1954-09-01 00:00:00,5.89
1954-10-01 00:00:00,-3.01
1954-11-01 00:00:00,-15.92
1954-12-01 00:00:00,-25.95
1955-01-01 00:00:00,-25.91
1955-02-01 00:00:00,-25.1
1955-03-01 00:00:00,-16.81
1955-04-01 00:00:00,-7.54
1955-05-01 00:00:00,3.39
1955-06-01 00:00:00,12.42
1955-07-01 00:00:00,15.02
1955-08-01 00:00:00,12.21
1955-09-01 00:00:00,5.24
1955-10-01 00:00:00,-4.68
1955-11-01 00:00:00,-16.72
1955-12-01 00:00:00,-22.58
1956-01-01 00:00:00,-23.73
1956-02-01 00:00:00,-23.77
1956-03-01 00:00:00,-18.77
1956-04-01 00:00:00,-5.78
1956-05-01 00:00:00,4.93
1956-06-01 00:00:00,12.29
1956-07-01 00:00:00,15.07
1956-08-01 00:00:00,13.06
1956-09-01 00:00:00,6.54
1956-10-01 00:00:00,-4.39
1956-11-01 00:00:00,-17.48
1956-12-01 00:00:00,-22.19
1957-01-01 00:00:00,-25.27
1957-02-01 00:00:00,-22.6
1957-03-01 00:00:00,-18.85
1957-04-01 00:00:00,-7.44
1957-05-01 00:00:00,2.79
1957-06-01 00:00:00,10.83
1957-07-01 00:00:00,14.79
1957-08-01 00:00:00,12.79
1957-09-01 00:00:00,4.87
1957-10-01 00:00:00,-4.27
1957-11-01 00:00:00,-15.93
1957-12-01 00:00:00,-24.62
1958-01-01 00:00:00,-24.31
1958-02-01 00:00:00,-21.8
1958-03-01 00:00:00,-13.07
1958-04-01 00:00:00,-5.98
1958-05-01 00:00:00,4.0
1958-06-01 00:00:00,12.64
1958-07-01 00:00:00,15.11
1958-08-01 00:00:00,13.39
1958-09-01 00:00:00,6.94
1958-10-01 00:00:00,-4.76
1958-11-01 00:00:00,-15.93
1958-12-01 00:00:00,-25.01
1959-01-01 00:00:00,-27.29
1959-02-01 00:00:00,-23.47
1959-03-01 00:00:00,-18.35
1959-04-01 00:00:00,-5.86
1959-05-01 00:00:00,3.06
1959-06-01 00:00:00,12.21
1959-07-01 00:00:00,15.26
1959-08-01 00:00:00,12.06
1959-09-01 00:00:00,6.08
1959-10-01 00:00:00,-5.49
1959-11-01 00:00:00,-18.17
1959-12-01 00:00:00,-21.39
1960-01-01 00:00:00,-25.49
1960-02-01 00:00:00,-21.03
1960-03-01 00:00:00,-13.73
1960-04-01 00:00:00,-5.61
1960-05-01 00:00:00,3.73
1960-06-01 00:00:00,11.38
1960-07-01 00:00:00,15.17
1960-08-01 00:00:00,12.43
1960-09-01 00:00:00,6.49
1960-10-01 00:00:00,-4.72
1960-11-01 00:00:00,-15.84
1960-12-01 00:00:00,-23.07
1961-01-01 00:00:00,-21.69
1961-02-01 00:00:00,-19.67
1961-03-01 00:00:00,-14.9
1961-04-01 00:00:00,-3.73
1961-05-01 00:00:00,5.02
1961-06-01 00:00:00,10.96
1961-07-01 00:00:00,15.69
1961-08-01 00:00:00,12.43
1961-09-01 00:00:00,6.2
1961-10-01 00:00:00,-4.36
1961-11-01 00:00:00,-16.55
1961-12-01 00:00:00,-22.63
1962-01-01 00:00:00,-24.06
1962-02-01 00:00:00,-20.39
1962-03-01 00:00:00,-17.03
1962-04-01 00:00:00,-6.81
1962-05-01 00:00:00,3.6
1962-06-01 00:00:00,10.76
1962-07-01 00:00:00,15.3
1962-08-01 00:00:00,12.85
1962-09-01 00:00:00,6.4
1962-10-01 00:00:00,-3.07
1962-11-01 00:00:00,-14.53
1962-12-01 00:00:00,-22.81
1963-01-01 00:00:00,-25.03
1963-02-01 00:00:00,-23.99
1963-03-01 00:00:00,-18.1
1963-04-01 00:00:00,-8.09
1963-05-01 00:00:00,3.47
1963-06-01 00:00:00,11.66
1963-07-01 00:00:00,15.41
1963-08-01 00:00:00,12.64
1963-09-01 00:00:00,5.97
1963-10-01 00:00:00,-4.8
1963-11-01 00:00:00,-16.68
1963-12-01 00:00:00,-22.26
1964-01-01 00:00:00,-25.99
1964-02-01 00:00:00,-25.38
1964-03-01 00:00:00,-14.76
1964-04-01 00:00:00,-6.13
1964-05-01 00:00:00,3.26
1964-06-01 00:00:00,11.24
1964-07-01 00:00:00,15.11
1964-08-01 00:00:00,12.28
1964-09-01 00:00:00,6.42
1964-10-01 00:00:00,-3.96
1964-11-01 00:00:00,-19.16
1964-12-01 00:00:00,-24.33
1965-01-01 00:00:00,-27.2
1965-02-01 00:00:00,-27.93
1965-03-01 00:00:00,-17.43
1965-04-01 00:00:00,-7.26
1965-05-01 00:00:00,4.26
1965-06-01 00:00:00,11.47
1965-07-01 00:00:00,14.81
1965-08-01 00:00:00,12.93
1965-09-01 00:00:00,6.66
1965-10-01 00:00:00,-4.79
1965-11-01 00:00:00,-16.55
1965-12-01 00:00:00,-24.9
1966-01-01 00:00:00,-26.23
1966-02-01 00:00:00,-24.06
1966-03-01 00:00:00,-13.38
1966-04-01 00:00:00,-3.54
1966-05-01 00:00:00,5.34
1966-06-01 00:00:00,11.89
1966-07-01 00:00:00,15.86
1966-08-01 00:00:00,12.48
1966-09-01 00:00:00,5.74
1966-10-01 00:00:00,-0.73
1966-11-01 00:00:00,-14.59
1966-12-01 00:00:00,-21.49
1967-01-01 00:00:00,-26.33
1967-02-01 00:00:00,-21.53
1967-03-01 00:00:00,-11.49
