Time,Temperature
1907-10-01 00:00:00,21.34
1907-11-01 00:00:00,25.54
1907-12-01 00:00:00,27.33
1908-01-01 00:00:00,26.99
1908-02-01 00:00:00,26.54
1908-03-01 00:00:00,25.25
1908-04-01 00:00:00,20.63
1908-05-01 00:00:00,17.29
1908-06-01 00:00:00,15.07
1908-07-01 00:00:00,13.07
1908-08-01 00:00:00,15.85
1908-09-01 00:00:00,18.49
1908-10-01 00:00:00,22.75
1908-11-01 00:00:00,24.84
1908-12-01 00:00:00,26.04
1909-01-01 00:00:00,27.71
1909-02-01 00:00:00,27.35
1909-03-01 00:00:00,24.47
1909-04-01 00:00:00,22.16
1909-05-01 00:00:00,18.53
1909-06-01 00:00:00,15.19
1909-07-01 00:00:00,14.18
1909-08-01 00:00:00,16.46
1909-09-01 00:00:00,19.94
1909-10-01 00:00:00,21.24
1909-11-01 00:00:00,24.47
1909-12-01 00:00:00,26.13
1910-01-01 00:00:00,27.29
1910-02-01 00:00:00,26.26
1910-03-01 00:00:00,24.88
1910-04-01 00:00:00,21.35
1910-05-01 00:00:00,17.48
1910-06-01 00:00:00,13.66
1910-07-01 00:00:00,14.0
1910-08-01 00:00:00,15.87
1910-09-01 00:00:00,18.94
1910-10-01 00:00:00,22.5
1910-11-01 00:00:00,25.98
1910-12-01 00:00:00,27.09
1911-01-01 00:00:00,28.37
1911-02-01 00:00:00,28.33
1911-03-01 00:00:00,26.07
1911-04-01 00:00:00,21.65
1911-05-01 00:00:00,18.05
1911-06-01 00:00:00,14.78
1911-07-01 00:00:00,13.99
1911-08-01 00:00:00,16.13
1911-09-01 00:00:00,19.12
1911-10-01 00:00:00,22.74
1911-11-01 00:00:00,24.84
1911-12-01 00:00:00,27.33
1912-01-01 00:00:00,27.27
1912-02-01 00:00:00,26.92
1912-03-01 00:00:00,24.49
1912-04-01 00:00:00,22.08
1912-05-01 00:00:00,16.12
1912-06-01 00:00:00,13.74
1912-07-01 00:00:00,14.26
1912-08-01 00:00:00,15.54
1912-09-01 00:00:00,18.35
1912-10-01 00:00:00,22.64
1912-11-01 00:00:00,25.38
1912-12-01 00:00:00,27.56
1913-01-01 00:00:00,27.97
1913-02-01 00:00:00,27.92
1913-03-01 00:00:00,26.04
1913-04-01 00:00:00,22.59
1913-05-01 00:00:00,18.25
1913-06-01 00:00:00,15.07
1913-07-01 00:00:00,13.45
1913-08-01 00:00:00,16.73
1913-09-01 00:00:00,19.36
1913-10-01 00:00:00,23.24
1913-11-01 00:00:00,26.4
1913-12-01 00:00:00,28.01
1914-01-01 00:00:00,27.43
1914-02-01 00:00:00,28.44
1914-03-01 00:00:00,26.0
1914-04-01 00:00:00,22.6
1914-05-01 00:00:00,17.53
1914-06-01 00:00:00,16.04
1914-07-01 00:00:00,15.29
1914-08-01 00:00:00,15.87
1914-09-01 00:00:00,19.99
1914-10-01 00:00:00,22.48
1914-11-01 00:00:00,26.01
1914-12-01 00:00:00,27.19
1915-01-01 00:00:00,27.91
1915-02-01 00:00:00,27.49
1915-03-01 00:00:00,25.77
1915-04-01 00:00:00,21.08
1915-05-01 00:00:00,18.7
1915-06-01 00:00:00,15.7
1915-07-01 00:00:00,13.91
1915-08-01 00:00:00,16.1
1915-09-01 00:00:00,19.44
1915-10-01 00:00:00,21.58
1915-11-01 00:00:00,23.59
1915-12-01 00:00:00,26.05
1916-01-01 00:00:00,26.92
1916-02-01 00:00:00,25.07
1916-03-01 00:00:00,24.39
1916-04-01 00:00:00,20.62
1916-05-01 00:00:00,16.19
1916-06-01 00:00:00,14.16
1916-07-01 00:00:00,14.89
1916-08-01 00:00:00,15.22
1916-09-01 00:00:00,18.93
1916-10-01 00:00:00,21.95
1916-11-01 00:00:00,24.06
1916-12-01 00:00:00,26.55
1917-01-01 00:00:00,26.94
1917-02-01 00:00:00,26.02
1917-03-01 00:00:00,24.01
1917-04-01 00:00:00,21.46
1917-05-01 00:00:00,17.86
1917-06-01 00:00:00,15.37
1917-07-01 00:00:00,12.95
1917-08-01 00:00:00,15.79
1917-09-01 00:00:00,19.05
1917-10-01 00:00:00,22.49
1917-11-01 00:00:00,25.64
1917-12-01 00:00:00,27.44
1918-01-01 00:00:00,27.9
1918-02-01 00:00:00,27.14
1918-03-01 00:00:00,25.36
1918-04-01 00:00:00,22.67
1918-05-01 00:00:00,17.97
1918-06-01 00:00:00,15.49
1918-07-01 00:00:00,13.86
1918-08-01 00:00:00,15.59
1918-09-01 00:00:00,18.8
1918-10-01 00:00:00,22.35
1918-11-01 00:00:00,25.81
1918-12-01 00:00:00,27.94
1919-01-01 00:00:00,27.14
1919-02-01 00:00:00,26.9
1919-03-01 00:00:00,24.68
1919-04-01 00:00:00,21.12
1919-05-01 00:00:00,17.48
1919-06-01 00:00:00,15.34
1919-07-01 00:00:00,14.07
1919-08-01 00:00:00,15.61
1919-09-01 00:00:00,19.0
1919-10-01 00:00:00,22.51
1919-11-01 00:00:00,25.29
1919-12-01 00:00:00,26.29
1920-01-01 00:00:00,27.24
1920-02-01 00:00:00,27.33
1920-03-01 00:00:00,24.63
1920-04-01 00:00:00,21.51
1920-05-01 00:00:00,19.26
1920-06-01 00:00:00,16.15
1920-07-01 00:00:00,15.01
1920-08-01 00:00:00,14.97
1920-09-01 00:00:00,19.12
1920-10-01 00:00:00,21.65
1920-11-01 00:00:00,25.71
1920-12-01 00:00:00,26.77
1921-01-01 00:00:00,27.32
1921-02-01 00:00:00,27.41
1921-03-01 00:00:00,25.22
1921-04-01 00:00:00,22.89
1921-05-01 00:00:00,17.44
1921-06-01 00:00:00,14.68
1921-07-01 00:00:00,12.71
1921-08-01 00:00:00,15.01
1921-09-01 00:00:00,18.87
1921-10-01 00:00:00,22.66
1921-11-01 00:00:00,25.81
1921-12-01 00:00:00,26.5
1922-01-01 00:00:00,27.63
1922-02-01 00:00:00,28.43
1922-03-01 00:00:00,26.19
1922-04-01 00:00:00,22.63
1922-05-01 00:00:00,18.74
1922-06-01 00:00:00,14.55
1922-07-01 00:00:00,13.34
1922-08-01 00:00:00,14.76
1922-09-01 00:00:00,18.15
1922-10-01 00:00:00,21.9
1922-11-01 00:00:00,24.71
1922-12-01 00:00:00,27.02
1923-01-01 00:00:00,26.77
1923-02-01 00:00:00,26.29
1923-03-01 00:00:00,24.61
1923-04-01 00:00:00,20.27
1923-05-01 00:00:00,17.87
1923-06-01 00:00:00,14.49
1923-07-01 00:00:00,14.68
1923-08-01 00:00:00,15.79
1923-09-01 00:00:00,19.34
1923-10-01 00:00:00,22.0
1923-11-01 00:00:00,24.73
1923-12-01 00:00:00,25.95
1924-01-01 00:00:00,26.38
1924-02-01 00:00:00,26.75
1924-03-01 00:00:00,25.02
1924-04-01 00:00:00,21.5
1924-05-01 00:00:00,17.58
1924-06-01 00:00:00,14.69
1924-07-01 00:00:00,12.88
1924-08-01 00:00:00,14.78
1924-09-01 00:00:00,17.41
1924-10-01 00:00:00,21.95
1924-11-01 00:00:00,25.75
1924-12-01 00:00:00,27.74
1925-01-01 00:00:00,27.85
1925-02-01 00:00:00,28.74
1925-03-01 00:00:00,25.78
1925-04-01 00:00:00,22.37
1925-05-01 00:00:00,16.63
1925-06-01 00:00:00,14.51
1925-07-01 00:00:00,14.7
1925-08-01 00:00:00,16.08
1925-09-01 00:00:00,19.25
1925-10-01 00:00:00,23.08
1925-11-01 00:00:00,25.73
1925-12-01 00:00:00,26.46
1926-01-01 00:00:00,27.65
1926-02-01 00:00:00,26.44
1926-03-01 00:00:00,25.36
1926-04-01 00:00:00,21.2
1926-05-01 00:00:00,17.0
1926-06-01 00:00:00,15.25
1926-07-01 00:00:00,13.73
1926-08-01 00:00:00,15.67
1926-09-01 00:00:00,19.19
1926-10-01 00:00:00,22.89
1926-11-01 00:00:00,25.84
1926-12-01 00:00:00,26.64
1927-01-01 00:00:00,27.15
1927-02-01 00:00:00,26.9
1927-03-01 00:00:00,25.71
1927-04-01 00:00:00,22.98
1927-05-01 00:00:00,17.23
1927-06-01 00:00:00,14.25
1927-07-01 00:00:00,14.06
1927-08-01 00:00:00,17.08
1927-09-01 00:00:00,20.39
1927-10-01 00:00:00,22.78
1927-11-01 00:00:00,25.9
1927-12-01 00:00:00,27.54
1928-01-01 00:00:00,27.73
1928-02-01 00:00:00,27.88
1928-03-01 00:00:00,24.55
1928-04-01 00:00:00,20.63
1928-05-01 00:00:00,17.17
1928-06-01 00:00:00,14.11
1928-07-01 00:00:00,12.55
1928-08-01 00:00:00,15.73
1928-09-01 00:00:00,18.14
1928-10-01 00:00:00,22.3
1928-11-01 00:00:00,25.44
1928-12-01 00:00:00,26.2
1929-01-01 00:00:00,27.49
1929-02-01 00:00:00,27.69
1929-03-01 00:00:00,25.59
1929-04-01 00:00:00,21.6
1929-05-01 00:00:00,18.01
1929-06-01 00:00:00,15.11
1929-07-01 00:00:00,14.79
1929-08-01 00:00:00,15.77
1929-09-01 00:00:00,18.96
1929-10-01 00:00:00,22.5
1929-11-01 00:00:00,25.42
1929-12-01 00:00:00,26.61
1930-01-01 00:00:00,27.42
1930-02-01 00:00:00,26.94
1930-03-01 00:00:00,25.23
1930-04-01 00:00:00,21.38
1930-05-01 00:00:00,17.81
1930-06-01 00:00:00,15.07
1930-07-01 00:00:00,14.03
1930-08-01 00:00:00,15.78
1930-09-01 00:00:00,19.05
1930-10-01 00:00:00,21.42
1930-11-01 00:00:00,24.0
1930-12-01 00:00:00,27.21
1931-01-01 00:00:00,29.44
1931-02-01 00:00:00,27.06
1931-03-01 00:00:00,25.49
1931-04-01 00:00:00,21.38
1931-05-01 00:00:00,18.34
1931-06-01 00:00:00,14.45
1931-07-01 00:00:00,13.63
1931-08-01 00:00:00,15.43
1931-09-01 00:00:00,18.59
1931-10-01 00:00:00,21.84
1931-11-01 00:00:00,25.38
1931-12-01 00:00:00,26.87
1932-01-01 00:00:00,27.71
1932-02-01 00:00:00,27.46
1932-03-01 00:00:00,25.99
1932-04-01 00:00:00,21.88
1932-05-01 00:00:00,17.86
1932-06-01 00:00:00,15.33
1932-07-01 00:00:00,13.64
1932-08-01 00:00:00,14.78
1932-09-01 00:00:00,18.68
1932-10-01 00:00:00,22.5
1932-11-01 00:00:00,24.28
1932-12-01 00:00:00,26.09
1933-01-01 00:00:00,28.05
1933-02-01 00:00:00,27.28
1933-03-01 00:00:00,25.92
1933-04-01 00:00:00,21.28
1933-05-01 00:00:00,18.51
1933-06-01 00:00:00,14.78
1933-07-01 00:00:00,14.1
1933-08-01 00:00:00,15.54
1933-09-01 00:00:00,19.21
1933-10-01 00:00:00,21.8
1933-11-01 00:00:00,24.32
1933-12-01 00:00:00,26.7
1934-01-01 00:00:00,27.6
1934-02-01 00:00:00,27.2
1934-03-01 00:00:00,25.31
1934-04-01 00:00:00,21.03
1934-05-01 00:00:00,17.25
1934-06-01 00:00:00,14.15
1934-07-01 00:00:00,13.87
1934-08-01 00:00:00,16.01
1934-09-01 00:00:00,18.73
1934-10-01 00:00:00,22.51
1934-11-01 00:00:00,25.62
1934-12-01 00:00:00,27.12
1935-01-01 00:00:00,28.08
1935-02-01 00:00:00,27.35
1935-03-01 00:00:00,25.22
1935-04-01 00:00:00,21.04
1935-05-01 00:00:00,17.74
1935-06-01 00:00:00,13.99
1935-07-01 00:00:00,14.53
1935-08-01 00:00:00,17.06
1935-09-01 00:00:00,19.02
1935-10-01 00:00:00,22.76
1935-11-01 00:00:00,25.59
1935-12-01 00:00:00,27.13
1936-01-01 00:00:00,27.14
1936-02-01 00:00:00,27.21
1936-03-01 00:00:00,25.48
1936-04-01 00:00:00,21.01
1936-05-01 00:00:00,18.22
1936-06-01 00:00:00,14.16
1936-07-01 00:00:00,13.35
1936-08-01 00:00:00,15.74
1936-09-01 00:00:00,19.04
1936-10-01 00:00:00,23.31
1936-11-01 00:00:00,26.08
1936-12-01 00:00:00,27.3
1937-01-01 00:00:00,27.61
1937-02-01 00:00:00,26.54
1937-03-01 00:00:00,26.33
1937-04-01 00:00:00,22.58
1937-05-01 00:00:00,19.14
1937-06-01 00:00:00,15.02
1937-07-01 00:00:00,13.94
1937-08-01 00:00:00,15.53
1937-09-01 00:00:00,19.44
1937-10-01 00:00:00,23.38
1937-11-01 00:00:00,26.41
1937-12-01 00:00:00,28.19
1938-01-01 00:00:00,28.86
1938-02-01 00:00:00,27.35
1938-03-01 00:00:00,25.18
1938-04-01 00:00:00,21.93
1938-05-01 00:00:00,18.77
1938-06-01 00:00:00,14.84
1938-07-01 00:00:00,13.23
1938-08-01 00:00:00,14.86
1938-09-01 00:00:00,18.19
1938-10-01 00:00:00,21.75
1938-11-01 00:00:00,24.45
1938-12-01 00:00:00,26.75
1939-01-01 00:00:00,27.92
1939-02-01 00:00:00,26.62
1939-03-01 00:00:00,26.14
1939-04-01 00:00:00,21.06
1939-05-01 00:00:00,16.82
1939-06-01 00:00:00,15.29
1939-07-01 00:00:00,13.93
1939-08-01 00:00:00,16.11
1939-09-01 00:00:00,19.3
1939-10-01 00:00:00,23.65
1939-11-01 00:00:00,24.86
1939-12-01 00:00:00,27.57
1940-01-01 00:00:00,26.32
1940-02-01 00:00:00,26.75
1940-03-01 00:00:00,24.37
1940-04-01 00:00:00,22.09
1940-05-01 00:00:00,17.77
1940-06-01 00:00:00,14.59
1940-07-01 00:00:00,14.17
1940-08-01 00:00:00,15.14
1940-09-01 00:00:00,18.87
1940-10-01 00:00:00,21.78
1940-11-01 00:00:00,25.6
1940-12-01 00:00:00,27.34
1941-01-01 00:00:00,28.12
1941-02-01 00:00:00,26.48
1941-03-01 00:00:00,25.82
1941-04-01 00:00:00,22.12
1941-05-01 00:00:00,18.95
1941-06-01 00:00:00,15.73
1941-07-01 00:00:00,14.27
1941-08-01 00:00:00,16.7
1941-09-01 00:00:00,19.59
1941-10-01 00:00:00,22.1
1941-11-01 00:00:00,25.1
1941-12-01 00:00:00,26.63
1942-01-01 00:00:00,27.54
1942-02-01 00:00:00,26.68
1942-03-01 00:00:00,26.3
1942-04-01 00:00:00,21.53
1942-05-01 00:00:00,17.04
1942-06-01 00:00:00,13.82
1942-07-01 00:00:00,13.6
1942-08-01 00:00:00,14.9
1942-09-01 00:00:00,18.67
1942-10-01 00:00:00,22.45
1942-11-01 00:00:00,24.42
1942-12-01 00:00:00,26.78
1943-01-01 00:00:00,28.41
1943-02-01 00:00:00,26.45
1943-03-01 00:00:00,25.14
1943-04-01 00:00:00,20.86
1943-05-01 00:00:00,16.4
1943-06-01 00:00:00,14.47
1943-07-01 00:00:00,13.92
1943-08-01 00:00:00,15.86
1943-09-01 00:00:00,20.0
1943-10-01 00:00:00,22.71
1943-11-01 00:00:00,26.31
1943-12-01 00:00:00,26.55
1944-01-01 00:00:00,27.33
1944-02-01 00:00:00,26.77
1944-03-01 00:00:00,24.95
1944-04-01 00:00:00,22.07
1944-05-01 00:00:00,17.75
1944-06-01 00:00:00,16.08
1944-07-01 00:00:00,13.41
1944-08-01 00:00:00,16.96
1944-09-01 00:00:00,18.69
1944-10-01 00:00:00,21.52
1944-11-01 00:00:00,24.81
1944-12-01 00:00:00,27.19
1945-01-01 00:00:00,27.75
1945-02-01 00:00:00,26.27
1945-03-01 00:00:00,24.11
1945-04-01 00:00:00,20.27
1945-05-01 00:00:00,18.41
1945-06-01 00:00:00,13.43
1945-07-01 00:00:00,14.45
1945-08-01 00:00:00,15.86
1945-09-01 00:00:00,18.84
1945-10-01 00:00:00,21.89
1945-11-01 00:00:00,25.28
1945-12-01 00:00:00,27.18
1946-01-01 00:00:00,28.84
1946-02-01 00:00:00,27.38
1946-03-01 00:00:00,25.3
1946-04-01 00:00:00,20.93
1946-05-01 00:00:00,18.2
1946-06-01 00:00:00,15.59
1946-07-01 00:00:00,14.44
1946-08-01 00:00:00,15.72
1946-09-01 00:00:00,18.47
1946-10-01 00:00:00,21.52
1946-11-01 00:00:00,24.35
1946-12-01 00:00:00,26.34
1947-01-01 00:00:00,27.04
1947-02-01 00:00:00,27.65
1947-03-01 00:00:00,24.77
1947-04-01 00:00:00,21.06
1947-05-01 00:00:00,17.26
1947-06-01 00:00:00,14.39
1947-07-01 00:00:00,13.94
1947-08-01 00:00:00,16.12
1947-09-01 00:00:00,18.82
1947-10-01 00:00:00,22.57
1947-11-01 00:00:00,25.04
1947-12-01 00:00:00,26.83
1948-01-01 00:00:00,27.07
1948-02-01 00:00:00,25.78
1948-03-01 00:00:00,24.66
1948-04-01 00:00:00,20.62
1948-05-01 00:00:00,16.94
1948-06-01 00:00:00,13.28
1948-07-01 00:00:00,14.05
1948-08-01 00:00:00,16.0
1948-09-01 00:00:00,18.43
1948-10-01 00:00:00,22.28
1948-11-01 00:00:00,24.32
1948-12-01 00:00:00,27.18
1949-01-01 00:00:00,27.5
1949-02-01 00:00:00,26.44
1949-03-01 00:00:00,24.83
1949-04-01 00:00:00,21.4
1949-05-01 00:00:00,18.46
1949-06-01 00:00:00,14.04
1949-07-01 00:00:00,13.97
1949-08-01 00:00:00,15.39
1949-09-01 00:00:00,19.19
1949-10-01 00:00:00,21.47
1949-11-01 00:00:00,24.51
1949-12-01 00:00:00,26.51
1950-01-01 00:00:00,27.19
1950-02-01 00:00:00,27.05
1950-03-01 00:00:00,26.26
1950-04-01 00:00:00,20.91
1950-05-01 00:00:00,16.94
1950-06-01 00:00:00,15.18
1950-07-01 00:00:00,13.63
1950-08-01 00:00:00,14.44
1950-09-01 00:00:00,19.33
1950-10-01 00:00:00,22.2
1950-11-01 00:00:00,25.6
1950-12-01 00:00:00,27.04
1951-01-01 00:00:00,28.22
1951-02-01 00:00:00,27.04
1951-03-01 00:00:00,25.46
1951-04-01 00:00:00,21.38
1951-05-01 00:00:00,17.64
1951-06-01 00:00:00,14.71
1951-07-01 00:00:00,13.65
1951-08-01 00:00:00,15.3
1951-09-01 00:00:00,19.01
1951-10-01 00:00:00,21.88
1951-11-01 00:00:00,24.38
1951-12-01 00:00:00,26.71
1952-01-01 00:00:00,26.92
1952-02-01 00:00:00,25.81
1952-03-01 00:00:00,26.22
1952-04-01 00:00:00,22.89
1952-05-01 00:00:00,17.22
1952-06-01 00:00:00,14.86
1952-07-01 00:00:00,13.93
1952-08-01 00:00:00,14.47
1952-09-01 00:00:00,18.46
1952-10-01 00:00:00,22.38
1952-11-01 00:00:00,24.79
1952-12-01 00:00:00,27.41
1953-01-01 00:00:00,27.4
1953-02-01 00:00:00,26.15
1953-03-01 00:00:00,25.58
1953-04-01 00:00:00,21.78
1953-05-01 00:00:00,17.55
1953-06-01 00:00:00,14.16
1953-07-01 00:00:00,14.38
1953-08-01 00:00:00,15.95
1953-09-01 00:00:00,18.73
1953-10-01 00:00:00,22.46
1953-11-01 00:00:00,24.89
1953-12-01 00:00:00,26.95
1954-01-01 00:00:00,27.57
1954-02-01 00:00:00,27.55
1954-03-01 00:00:00,25.25
1954-04-01 00:00:00,21.6
1954-05-01 00:00:00,16.86
1954-06-01 00:00:00,15.11
1954-07-01 00:00:00,13.69
1954-08-01 00:00:00,16.5
1954-09-01 00:00:00,19.5
1954-10-01 00:00:00,22.18
1954-11-01 00:00:00,24.1
1954-12-01 00:00:00,26.05
1955-01-01 00:00:00,27.19
1955-02-01 00:00:00,27.49
1955-03-01 00:00:00,25.06
1955-04-01 00:00:00,21.33
1955-05-01 00:00:00,17.25
1955-06-01 00:00:00,13.75
1955-07-01 00:00:00,14.01
1955-08-01 00:00:00,14.35
1955-09-01 00:00:00,17.52
1955-10-01 00:00:00,21.2
1955-11-01 00:00:00,24.09
1955-12-01 00:00:00,26.31
1956-01-01 00:00:00,27.84
1956-02-01 00:00:00,26.83
1956-03-01 00:00:00,24.82
1956-04-01 00:00:00,22.69
1956-05-01 00:00:00,17.79
1956-06-01 00:00:00,16.71
1956-07-01 00:00:00,12.67
1956-08-01 00:00:00,15.7
1956-09-01 00:00:00,18.57
1956-10-01 00:00:00,23.2
1956-11-01 00:00:00,25.96
1956-12-01 00:00:00,27.76
1957-01-01 00:00:00,27.78
1957-02-01 00:00:00,27.65
1957-03-01 00:00:00,25.8
1957-04-01 00:00:00,23.02
1957-05-01 00:00:00,20.06
1957-06-01 00:00:00,15.27
1957-07-01 00:00:00,14.54
1957-08-01 00:00:00,16.17
1957-09-01 00:00:00,17.41
1957-10-01 00:00:00,22.0
1957-11-01 00:00:00,25.5
1957-12-01 00:00:00,26.64
1958-01-01 00:00:00,28.25
1958-02-01 00:00:00,27.35
1958-03-01 00:00:00,26.16
1958-04-01 00:00:00,22.44
1958-05-01 00:00:00,17.88
1958-06-01 00:00:00,15.46
1958-07-01 00:00:00,14.61
1958-08-01 00:00:00,16.42
1958-09-01 00:00:00,19.33
1958-10-01 00:00:00,22.6
1958-11-01 00:00:00,26.64
1958-12-01 00:00:00,26.22
1959-01-01 00:00:00,28.34
1959-02-01 00:00:00,26.86
1959-03-01 00:00:00,25.27
1959-04-01 00:00:00,21.52
1959-05-01 00:00:00,15.88
1959-06-01 00:00:00,14.03
1959-07-01 00:00:00,14.14
1959-08-01 00:00:00,14.59
1959-09-01 00:00:00,18.42
1959-10-01 00:00:00,22.83
1959-11-01 00:00:00,24.39
1959-12-01 00:00:00,26.81
1960-01-01 00:00:00,27.97
1960-02-01 00:00:00,27.19
1960-03-01 00:00:00,25.72
1960-04-01 00:00:00,22.65
1960-05-01 00:00:00,17.6
1960-06-01 00:00:00,14.93
1960-07-01 00:00:00,13.43
1960-08-01 00:00:00,15.11
1960-09-01 00:00:00,19.98
1960-10-01 00:00:00,23.81
1960-11-01 00:00:00,25.48
1960-12-01 00:00:00,27.57
1961-01-01 00:00:00,27.72
1961-02-01 00:00:00,27.25
1961-03-01 00:00:00,25.12
1961-04-01 00:00:00,21.76
1961-05-01 00:00:00,17.23
1961-06-01 00:00:00,16.56
1961-07-01 00:00:00,14.58
1961-08-01 00:00:00,15.5
1961-09-01 00:00:00,18.86
1961-10-01 00:00:00,22.33
1961-11-01 00:00:00,26.15
1961-12-01 00:00:00,26.96
1962-01-01 00:00:00,27.22
1962-02-01 00:00:00,27.25
1962-03-01 00:00:00,25.98
1962-04-01 00:00:00,21.29
1962-05-01 00:00:00,18.26
1962-06-01 00:00:00,14.69
1962-07-01 00:00:00,13.7
1962-08-01 00:00:00,15.84
1962-09-01 00:00:00,19.03
1962-10-01 00:00:00,22.83
1962-11-01 00:00:00,25.34
1962-12-01 00:00:00,27.34
1963-01-01 00:00:00,27.64
1963-02-01 00:00:00,26.61
1963-03-01 00:00:00,25.76
1963-04-01 00:00:00,22.19
1963-05-01 00:00:00,17.76
1963-06-01 00:00:00,15.37
1963-07-01 00:00:00,14.97
1963-08-01 00:00:00,16.02
1963-09-01 00:00:00,19.54
1963-10-01 00:00:00,21.2
1963-11-01 00:00:00,24.81
1963-12-01 00:00:00,25.97
1964-01-01 00:00:00,27.85
1964-02-01 00:00:00,28.57
1964-03-01 00:00:00,25.4
1964-04-01 00:00:00,21.51
1964-05-01 00:00:00,18.52
1964-06-01 00:00:00,15.36
1964-07-01 00:00:00,13.19
1964-08-01 00:00:00,16.18
1964-09-01 00:00:00,20.0
1964-10-01 00:00:00,23.51
1964-11-01 00:00:00,25.53
1964-12-01 00:00:00,27.52
1965-01-01 00:00:00,27.63
1965-02-01 00:00:00,26.99
1965-03-01 00:00:00,25.52
1965-04-01 00:00:00,22.27
1965-05-01 00:00:00,17.11
1965-06-01 00:00:00,15.25
1965-07-01 00:00:00,13.74
1965-08-01 00:00:00,14.98
1965-09-01 00:00:00,18.51
1965-10-01 00:00:00,21.26
1965-11-01 00:00:00,25.07
1965-12-01 00:00:00,26.11
1966-01-01 00:00:00,27.93
1966-02-01 00:00:00,26.57
1966-03-01 00:00:00,24.0
1966-04-01 00:00:00,22.58
1966-05-01 00:00:00,18.23
1966-06-01 00:00:00,15.05
1966-07-01 00:00:00,13.5
1966-08-01 00:00:00,14.98
1966-09-01 00:00:00,18.77
1966-10-01 00:00:00,24.28
1966-11-01 00:00:00,25.68
1966-12-01 00:00:00,26.69
1967-01-01 00:00:00,28.3
1967-02-01 00:00:00,27.58
1967-03-01 00:00:00,25.68
1967-04-01 00:00:00,22.61
1967-05-01 00:00:00,16.41
1967-06-01 00:00:00,15.29
1967-07-01 00:00:00,13.25
1967-08-01 00:00:00,14.63
1967-09-01 00:00:00,18.29
1967-10-01 00:00:00,22.4
1967-11-01 00:00:00,25.16
1967-12-01 00:00:00,26.33
1968-01-01 00:00:00,28.99
1968-02-01 00:00:00,27.43
1968-03-01 00:00:00,25.28
1968-04-01 00:00:00,21.73
1968-05-01 00:00:00,18.03
1968-06-01 00:00:00,14.57
1968-07-01 00:00:00,14.96
1968-08-01 00:00:00,16.53
1968-09-01 00:00:00,17.41
1968-10-01 00:00:00,23.49
1968-11-01 00:00:00,25.35
1968-12-01 00:00:00,26.66
1969-01-01 00:00:00,27.93
1969-02-01 00:00:00,27.95
1969-03-01 00:00:00,25.35
1969-04-01 00:00:00,21.85
1969-05-01 00:00:00,17.31
1969-06-01 00:00:00,15.92
